question_id,type,question_type,year,form,course_before,course_after,unit_before,unit_after,topic_before,topic_after,topic_code_before,topic_code_after,lesson_before,lesson_after,source_file,source_page,source_question_number,source_checked,source_status,source_confidence,transcription_status,stem_status,choices_status,parts_status,answer_status,computed_answer,stored_answer,source_answer,solution_status,rubric_status,mathematical_status,math_status,katex_status,media_status,calculator_status,course_mapping_status,unit_mapping_status,topic_mapping_status,lesson_mapping_status,mapping_status,mapping_confidence,student_ready,review_required,overall_status,corrections_count,corrections_made,reviewer_notes,notes,timestamp
APCALC-LEGACY-BC-MCQ-1969-001,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,16; 10,1,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,C,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-002,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,16; 10,2,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,E,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-003,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,16; 10,3,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,B,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-004,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,16; 10,4,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,D,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-005,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,16; 10,5,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,E,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-006,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,17; 11,6,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,B,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-007,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,17; 11,7,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,D,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-008,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,17; 11,8,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,C,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-009,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,17; 11,9,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,D,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-010,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,17; 11,10,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,A,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-011,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,18; 12,11,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,B,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-012,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,18; 12,12,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,E,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-013,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,18; 12,13,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,C,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-014,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,18; 12,14,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,D,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-015,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,19; 13,15,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,B,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-016,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,19; 13,16,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,B,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-017,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,19; 13,17,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,B,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-018,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,19; 13,18,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,E,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-019,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,20; 14,19,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,C,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-020,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,20; 14,20,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,A,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-021,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,20; 14,21,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,B,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-022,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,20; 14,22,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,E,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-023,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,21; 15,23,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,D,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-024,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,21; 15,24,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,C,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-025,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,21; 15,25,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,A,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-026,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,21; 15,26,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,C,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-027,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,22; 16,27,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,C,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-028,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,22; 16,28,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,D,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-029,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,22; 16,29,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,C,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-030,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,22; 16,30,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,D,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-031,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,22; 16,31,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,C,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-032,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,22; 16,32,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,B,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-033,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,22; 16,33,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,A,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-034,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,23; 17,34,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,D,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-035,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,23; 17,35,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,A,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-036,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,23; 17,36,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,B,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-037,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,23; 17,37,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,D,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-038,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,23; 17,38,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,A,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-039,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,23; 17,39,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,D,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-040,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,24; 18,40,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,E,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-041,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,24; 18,41,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,D,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-042,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,24; 18,42,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,B,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-043,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,24; 18,43,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,E,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
APCALC-LEGACY-BC-MCQ-1969-044,mcq,mcq,1969,,AP Calculus BC,AP Calculus BC,,,,,,,,,AP Calculus historical archive,25; 19,44,True,verified,low,incomplete,incomplete,incomplete,not_required,uncertain,,E,,review-required,not_required,human_review_required,human_review_required,syntax_checked_not_source_verified,not_required,review-required,uncertain,uncertain,uncertain,uncertain,unmapped,unmapped,False,True,teacher-archive-only,0,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.","Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",2026-07-24T17:46:03+00:00
