question_id,type,year,course,unit_before,unit_after,topic_before,topic_after,lesson_before,lesson_after,source_checked,source_page,transcription_status,stem_status,choice_status,answer_status,solution_status,math_status,katex_status,media_status,course_mapping_status,unit_mapping_status,topic_mapping_status,lesson_mapping_status,calculator_status,mapping_status,overall_status,student_ready,corrections_count,review_required,notes
APCALC-LEGACY-BC-MCQ-1973-012,mcq,1973,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,37; 31,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1973-013,mcq,1973,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,37; 31,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1973-014,mcq,1973,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,37; 31,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1973-015,mcq,1973,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,37; 31,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1973-016,mcq,1973,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,37; 31,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1973-017,mcq,1973,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,38; 32,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1973-018,mcq,1973,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,38; 32,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1973-019,mcq,1973,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,38; 32,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1973-020,mcq,1973,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,38; 32,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1973-021,mcq,1973,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,38; 32,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1973-022,mcq,1973,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,39; 33,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1973-023,mcq,1973,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,39; 33,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1973-024,mcq,1973,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,39; 33,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1973-025,mcq,1973,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,39; 33,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1973-026,mcq,1973,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,39; 33,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1973-027,mcq,1973,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,39; 33,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1973-028,mcq,1973,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,40; 34,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1973-029,mcq,1973,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,40; 34,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1973-030,mcq,1973,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,40; 34,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1973-031,mcq,1973,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,40; 34,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1973-032,mcq,1973,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,40; 34,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1973-033,mcq,1973,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,41; 35,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1973-034,mcq,1973,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,41; 35,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1973-035,mcq,1973,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,35; 29,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1973-036,mcq,1973,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,41; 35,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1973-037,mcq,1973,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,41; 35,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1973-038,mcq,1973,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,41; 35,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1973-039,mcq,1973,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,42; 36,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1973-040,mcq,1973,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,42; 36,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1973-041,mcq,1973,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,42; 36,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1973-042,mcq,1973,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,42; 36,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1973-043,mcq,1973,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,43; 37,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1973-044,mcq,1973,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,43; 37,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1973-045,mcq,1973,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,43; 37,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-001,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,53; 47,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-002,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,53; 47,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-003,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,53; 47,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-004,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,53; 47,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-005,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,54; 48,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-006,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,54; 48,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-007,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,55; 49,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-008,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,55; 49,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-009,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,55; 49,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-010,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,55; 49,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-011,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,56; 50,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-012,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,56; 50,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-013,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,56; 50,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-014,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,56; 50,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-015,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,56; 50,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-016,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,57; 51,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-017,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,57; 51,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-018,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,57; 51,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-019,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,57; 51,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-020,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,57; 51,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-021,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,58; 52,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-022,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,58; 52,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-023,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,58; 52,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-024,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,58; 52,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-025,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,58; 52,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-026,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,58; 52,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-027,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,59; 53,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-028,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,59; 53,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-029,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,59; 53,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-030,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,59; 53,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-031,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,59; 53,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-032,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,60; 54,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-033,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,60; 54,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-034,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,60; 54,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-035,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,60; 54,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-036,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,61; 55,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-037,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,61; 55,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-038,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,61; 55,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-039,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,61; 55,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-040,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,61; 55,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-041,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,62; 56,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-042,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,62; 56,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-043,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,62; 56,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-044,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,62; 56,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1985-045,mcq,1985,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,62; 56,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1988-001,mcq,1988,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,73; 67,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1988-002,mcq,1988,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,73; 67,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-LEGACY-BC-MCQ-1988-003,mcq,1988,AP Calculus BC,,,,,,,Canonical provenance only; source scan not supplied in this run,73; 67,incomplete,incomplete,incomplete,unverified,incomplete,blocked,verified,not_required,unmapped,unmapped,unmapped,unmapped,metadata_unverified,unmapped,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
